year,state,party,candidatevotes,totalvotes
2016,Vermont,independent,1063,320467
2016,Vermont,,826,320467
2016,Vermont,liberty union party,327,320467
2016,Virginia,democrat,1981473,3982752
2016,Virginia,republican,1769443,3982752
2016,Virginia,libertarian,118274,3982752
2016,Virginia,independent,54054,3982752
2016,Virginia,,31870,3982752
2016,Virginia,green,27638,3982752
2016,Washington,democrat,1742718,3317019
2016,Washington,republican,1221747,3317019
2016,Washington,libertarian,160879,3317019
2016,Washington,,107805,3317019
2016,Washington,green,58417,3317019
2016,Washington,constitution party,17623,3317019
2016,Washington,socialist workers,4307,3317019
2016,Washington,socialism and liberation party,3523,3317019
2016,West Virginia,republican,489371,713051
2016,West Virginia,democrat,188794,713051
2016,West Virginia,libertarian,23004,713051
2016,West Virginia,green,8075,713051
2016,West Virginia,constitution party,3807,713051
2016,Wisconsin,republican,1405284,2976150
2016,Wisconsin,democrat,1382536,2976150
2016,Wisconsin,libertarian,106674,2976150
2016,Wisconsin,green,31072,2976150
2016,Wisconsin,,22764,2976150
2016,Wisconsin,,12386,2976150
2016,Wisconsin,constitution party,12162,2976150
2016,Wisconsin,workers world party,1770,2976150
2016,Wisconsin,american delta party,1502,2976150
2016,Wyoming,republican,174419,258788
2016,Wyoming,democrat,55973,258788
2016,Wyoming,libertarian,13287,258788
2016,Wyoming,,6904,258788
2016,Wyoming,independent,3224,258788
2016,Wyoming,,2661,258788
2016,Wyoming,constitution party,2042,258788
2016,Wyoming,,278,258788
